	tconst	Box office max	genres
369	tt14647404	352093.0	Drama,Horror,Thriller
370	tt14648872	6000000.0	Action,Short
371	tt14668630	111000000.0	Adventure,Comedy,Family
372	tt14771544	11.0	Action,Short
373	tt14810692	299000000.0	Action,Drama,Thriller
374	tt14812238	85.0	Drama,Short
375	tt14818102	2549000000.0	Drama,Short
376	tt14846026	143000000.0	Action,War
377	tt14849194	446000000.0	Comedy,Drama
378	tt14860210	85000000.0	Action,Drama,History
379	tt14860210	85000000.0	Action,Drama,History
380	tt14878420	88081.0	Drama
381	tt1488589	109846.0	Adventure,Animation,Comedy
382	tt1488589	109846.0	Adventure,Animation,Comedy
383	tt14888266	6466.0	Drama
384	tt14941222	131000000.0	Action,Crime,Drama
385	tt14941698	328000000.0	Adventure,Animation,Comedy
386	tt14993250	35561.0	Comedy,Drama,Family
387	tt15003736	2713000000.0	Comedy,Short
388	tt15009428	962000000.0	Action,Comedy,Thriller
389	tt15009428	962000000.0	Action,Comedy,Thriller
390	tt1502397	4265000000.0	Action,Comedy,Crime
391	tt15078804	25000000.0	Comedy
392	tt15078854	66.0	Drama
393	tt15090124	325042.0	Animation,Fantasy,Horror
394	tt15096796	67000000.0	Animation,Comedy,Family
395	tt15120152	173000000.0	Comedy,Drama
396	tt15144140	967000000.0	Thriller
397	tt15150424	91470900.0	Drama
398	tt15163652	190250.0	Action,Crime,Thriller
399	tt1517268	1446000000000.0	Adventure,Comedy,Fantasy
400	tt1517268	1446000000000.0	Adventure,Comedy,Fantasy
401	tt15220110	876000000.0	Drama,Short,Thriller
402	tt15239678	7051000000.0	Action,Adventure,Drama
403	tt15246038	6466.0	Drama,Short
404	tt15255876	22000000.0	Crime,Drama,Mystery
405	tt15281402	22570.0	Action,Drama
406	tt15327088	400450.0	Action,Adventure,Drama
407	tt15342244	14000000.0	Drama,Mystery,Thriller
408	tt15389042	2469000.0	Biography,Drama
409	tt15389042	2469000.0	Biography,Drama
410	tt15398776	9748000000.0	Biography,Drama,History
411	tt15398776	9748000000.0	Biography,Drama,History
412	tt15433754	475.0	Comedy,Drama,Romance
413	tt15433956	330.0	Action,Adventure,Fantasy
414	tt15441054	69108.0	Action,Adventure,Drama
